,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,retweeted_text_x,retweeted_text_y
103,103,Wed Jun 10 15:16:04 +0000 2020,1270736497310924802,1270736497310924802,"Today, I joined @RepMarkTakano and @RepChuyGarcia in proposing a bill that would ban law enforcement from using chemical weapons, including tear gas. https://t.co/Z8CMmzvbSz https://t.co/NT8omOG1bk",False,"[0, 173]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RepMarkTakano', 'name': 'Mark Takano', 'id': 1037321378, 'id_str': '1037321378', 'indices': [16, 30]}, {'screen_name': 'RepChuyGarcia', 'name': 'Congressman Chuy García', 'id': 1082427779583541248, 'id_str': '1082427779583541248', 'indices': [35, 49]}], 'urls': [{'url': 'https://t.co/Z8CMmzvbSz', 'expanded_url': 'https://ocasio-cortez.house.gov/sites/ocasio-cortez.house.gov/files/documents/OCASNY_077_xml.pdf', 'display_url': 'ocasio-cortez.house.gov/sites/ocasio-c…', 'indices': [150, 173]}], 'media': [{'id': 1270735206857703428, 'id_str': '1270735206857703428', 'indices': [174, 197], 'media_url': 'http://pbs.twimg.com/media/EaKO8CBWAAQA22Y.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EaKO8CBWAAQA22Y.jpg', 'url': 'https://t.co/NT8omOG1bk', 'display_url': 'pic.twitter.com/NT8omOG1bk', 'expanded_url': 'https://twitter.com/RepAOC/status/1270736497310924802/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,336,1609,False,False,False,en,,
104,104,Tue Jun 09 18:29:17 +0000 2020,1270422730995838988,1270422730995838988,@imnotnicolle Thanks for raising that concern. We reached out to the City and they made us aware that there are other sites in Queens where you can get free naloxone kits. A list is available here: https://t.co/7u8MO4BztL,False,"[14, 221]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7u8MO4BztL', 'expanded_url': 'https://www1.nyc.gov/assets/doh/downloads/pdf/basas/naloxone-list-of-prevention-programs.pdf', 'display_url': 'www1.nyc.gov/assets/doh/dow…', 'indices': [198, 221]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2700336789163663e+18,1.2700336789163663e+18,1606858351.0,1606858351.0,barbaranic0lle,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,2,False,False,False,en,,
105,105,Tue Jun 09 17:23:24 +0000 2020,1270406153852407809,1270406153852407809,"If you've been to a demonstration, you should be tested for COVID-19. The sites below are prioritized for protesters by the State. They are by appointment only. 

For ACPNY testing sites, call 866-394-2660 to make an appt. 

For SOMOS, call 833-766-6769 https://t.co/n3LVTZh7YO",False,"[0, 253]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1270406122126614528, 'id_str': '1270406122126614528', 'indices': [254, 277], 'media_url': 'http://pbs.twimg.com/media/EaFjox3WoAAJQxG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EaFjox3WoAAJQxG.jpg', 'url': 'https://t.co/n3LVTZh7YO', 'display_url': 'pic.twitter.com/n3LVTZh7YO', 'expanded_url': 'https://twitter.com/RepAOC/status/1270406153852407809/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 570, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 928, 'h': 1108, 'resize': 'fit'}, 'medium': {'w': 928, 'h': 1108, 'resize': 'fit'}}}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,103,349,False,False,False,en,,
106,106,Mon Jun 08 16:13:25 +0000 2020,1270026152934064131,1270026152934064131,"FREE naloxone kits -- to be used in the case of an opioid overdose -- are available at these Walgreens and CVS locations. 

When requesting a kit, ask the pharmacist for a FREE “Emergency Overdose Rescue Kit."" Anyone can get a kit. No ID or insurance is required. https://t.co/9kc7x0UIj5",False,"[0, 263]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1270026137675186183, 'id_str': '1270026137675186183', 'indices': [264, 287], 'media_url': 'http://pbs.twimg.com/media/EaAKCxeXQAcEQAj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EaAKCxeXQAcEQAj.jpg', 'url': 'https://t.co/9kc7x0UIj5', 'display_url': 'pic.twitter.com/9kc7x0UIj5', 'expanded_url': 'https://twitter.com/RepAOC/status/1270026152934064131/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 293, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 884, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 518, 'resize': 'fit'}}}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,319,1693,False,False,False,en,,
107,107,Sun Jun 07 22:25:31 +0000 2020,1269757406336221190,1269757406336221190,"It's getting hot out, and many of us are indoors more than normal due to COVID-19.  There is relief available. Apply for a no-cost air conditioner here: https://t.co/gFS0JWmEnV

Please note, the installation of air conditioners is considered essential business, under State law.",False,"[0, 278]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gFS0JWmEnV', 'expanded_url': 'https://www.ny.gov/services/apply-heating-and-cooling-assistance-heap#cooling-assistance', 'display_url': 'ny.gov/services/apply…', 'indices': [153, 176]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,87,340,False,False,False,en,,
108,108,Sun Jun 07 18:57:45 +0000 2020,1269705119681085440,1269705119681085440,"Tomorrow, New York City will enter Phase 1 of reopening. More here: https://t.co/Jg963tH1WA

For help determining whether or not your business is eligible, go to: https://t.co/sRS0EqHfiz 

Businesses may also call the City's 'restart' hotline with questions: 888-727-4692",False,"[0, 271]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Jg963tH1WA', 'expanded_url': 'https://forward.ny.gov/phase-one-industries', 'display_url': 'forward.ny.gov/phase-one-indu…', 'indices': [68, 91]}, {'url': 'https://t.co/sRS0EqHfiz', 'expanded_url': 'https://www.businessexpress.ny.gov/app/nyforward', 'display_url': 'businessexpress.ny.gov/app/nyforward', 'indices': [163, 186]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,39,180,False,False,False,en,,
109,109,Sat Jun 06 22:36:20 +0000 2020,1269397741635014656,1269397741635014656,"RT @ImmDefense: ‼️ ALERT ‼️ ICE is showing up at NYC protests: On Wednesday, this man was walking with protestors when 5 agents jumped out…",False,"[0, 139]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ImmDefense', 'name': 'Immigrant Defense Project', 'id': 1286446231, 'id_str': '1286446231', 'indices': [3, 14]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,3055,0,False,False,,en,,
110,110,Sat Jun 06 15:09:51 +0000 2020,1269285379338899456,1269285379338899456,"Lost your Census code? Everyone should receive a letter for the Census Bureau with a unique code, but if you can't find it, you can still fill out the Census. Just go to https://t.co/k2CilCap6t and select “If you do not have a Census ID, click here.” https://t.co/m5p3jKweBH",False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/k2CilCap6t', 'expanded_url': 'http://my2020census.gov', 'display_url': 'my2020census.gov', 'indices': [170, 193]}, {'url': 'https://t.co/m5p3jKweBH', 'expanded_url': 'https://my2020census.gov/app/intro/state', 'display_url': 'my2020census.gov/app/intro/state', 'indices': [251, 274]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,84,272,False,False,False,en,,
111,111,Thu Jun 04 19:58:53 +0000 2020,1268633340241940481,1268633340241940481,"We must increase police accountability and end systemic racism. Recently, I joined a resolution authored by Representatives Pressley, Omar, Bass and Lee condemning police brutality and racial profiling. https://t.co/DqWe3yYedG",False,"[0, 202]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1268633299301347335, 'id_str': '1268633299301347335', 'indices': [203, 226], 'media_url': 'http://pbs.twimg.com/media/EZsXQ6MWsAcIyvq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EZsXQ6MWsAcIyvq.jpg', 'url': 'https://t.co/DqWe3yYedG', 'display_url': 'pic.twitter.com/DqWe3yYedG', 'expanded_url': 'https://twitter.com/RepAOC/status/1268633340241940481/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 340, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 512, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 512, 'resize': 'fit'}}}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,180,969,False,False,False,en,,
112,112,Thu Jun 04 15:40:16 +0000 2020,1268568260271919104,1268568260271919104,"The anniversary of Tiananmen Square comes as many Americans are risking their own lives against state sanctioned violence &amp; oppression. As we support those abroad who are struggling for democracy &amp; freedom of expression, it’s important to also take a look at our own shortcomings.",False,"[0, 288]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,1245,5861,False,False,,en,,
